nodes,interval,blocksize,SBR,throughput,theoretical_throughput,avg_delay,avg_prop_delay,throughput_markov,waste_rate_markov,SBR_markov,throughput_simple,waste_rate_simple,SBR_simple
32,170.0,5350000,0.07,0.005340518470479825,0.0058823529411764705,2.26289,17.6207,0.005805619723815714,7.673321736075721e-05,0.013044646951328726,-0.09776882352941177,0.10365117647058823,17.6207
512,195.0,5350000,0.12,0.0040972157556569515,0.005128205128205128,2.26296,23.13061,0.005120108840372978,8.096287832150152e-06,0.0015787761272692796,-0.1134903076923077,0.11861851282051282,23.13061
32,35.0,5350000,0.3,0.019988758322319528,0.02857142857142857,2.263,17.3037,0.026793718298768497,0.001777710272660074,0.06221985954310259,-0.46581999999999996,0.49439142857142854,17.3037
8,135.0,5350000,0.1,0.007783323482240246,0.007407407407407408,2.26281,9.21022,0.007243616017048795,0.00016379139035861256,0.022111837698412695,-0.06081644444444445,0.06822385185185185,9.21022
2096,60.0,5350000,0.36,0.01186539281391469,0.016666666666666666,2.26298,28.53549,0.01663556275890798,3.1103907758684895e-05,0.0018662344655210937,-0.45892483333333334,0.4755915,28.53549
2096,110.0,5350000,0.21,0.00732299597523703,0.00909090909090909,2.26299,28.19565,0.009081765245770068,9.143845139022713e-06,0.0010058229652924985,-0.24723318181818182,0.2563240909090909,28.195650000000004
8,10.0,5350000,0.44,0.05827558343171092,0.1,2.26266,10.62831,0.065552888125,0.034447111875000005,0.34447111875,-0.9628310000000001,1.062831,10.62831
2096,45.0,5350000,0.42,0.01329697379872018,0.022222222222222223,2.26298,28.69908,0.022166609382860643,5.561283936158055e-05,0.0025025777712711244,-0.615535111111111,0.6377573333333333,28.69908
128,120.0,5350000,0.1,0.00792453497045773,0.008333333333333333,2.26296,19.26137,0.008276638792881045,5.669454045228913e-05,0.006803344854274696,-0.15217808333333332,0.16051141666666666,19.26137
512,5.0,5350000,0.83,0.03530189185044795,0.2,2.26302,28.4414,0.1848581465815338,0.015141853418466206,0.07570926709233103,-5.4882800000000005,5.688280000000001,28.4414
512,170.0,5350000,0.09,0.0056517192445166035,0.0058823529411764705,2.26301,23.26326,0.005871639208451635,1.0713732724835207e-05,0.001821334563221985,-0.13096035294117644,0.13684270588235292,23.263259999999995
128,155.0,5350000,0.05,0.0058284069209534545,0.0064516129032258064,2.26291,19.35765,0.006417461716904191,3.4151186321616094e-05,0.005293433879850495,-0.11843645161290323,0.12488806451612904,19.35765
128,20.0,5350000,0.45,0.026104166699626473,0.05,2.26304,20.84074,0.047791640866071156,0.002208359133928846,0.044167182678576916,-0.9920370000000001,1.042037,20.84074
128,195.0,5350000,0.06,0.004616833093496549,0.005128205128205128,2.26299,19.41536,0.005106563357939766,2.1641770265362457e-05,0.004220145201745679,-0.09443774358974359,0.09956594871794872,19.41536
2096,70.0,5350000,0.31,0.00952702149105508,0.014285714285714285,2.263,28.38118,0.014262986009972004,2.272827574228155e-05,0.0015909793019597085,-0.3911597142857143,0.40544542857142857,28.38118
1,10.0,5350000,0.0,0.10417686731825825,0.1,NaN,0,0.1,0.0,0.0,0.1,0.0,0.0
512,70.0,5350000,0.24,0.009800158920960925,0.014285714285714285,2.26298,23.51067,0.014221853096493941,6.386118922034372e-05,0.004470283245424061,-0.321581,0.3358667142857143,23.51067
32,70.0,5350000,0.23,0.012363355558113397,0.014285714285714285,2.26295,17.68883,0.013831395053377592,0.00045431923233669243,0.03180234626356847,-0.23841185714285712,0.2526975714285714,17.68883
128,50.0,5350000,0.28,0.01450921422158356,0.02,2.26298,20.50637,0.019652331504595524,0.0003476684954044777,0.017383424770223883,-0.3901274,0.41012740000000003,20.50637
8,30.0,5350000,0.22,0.025726417557765457,0.03333333333333333,2.2629,9.76488,0.029816814047619048,0.003516519285714285,0.10549557857142856,-0.2921626666666667,0.325496,9.76488
1,150.0,5350000,0.0,0.006944742971937474,0.006666666666666667,NaN,0,0.006666666666666667,0.0,0.0,0.006666666666666667,0.0,0.0
32,140.0,5350000,0.07,0.006218446436820864,0.007142857142857143,2.26292,17.48012,0.007030617459684863,0.00011223968317227967,0.015713555644119154,-0.11771514285714285,0.124858,17.48012
